"omschrijving,status,underscore,discipline,underscore2,hoofdgroep,underscore3,object,underscore4,subobject01,underscore5,subobject02,underscore6,subobject03,underscore7,subobject04,underscore8,subobject05,streepje,bewerking,streepje2,schaal,aobject,sobject,laagnaam,lw_b,kl_b,kl_b_a,kl_b_gd,kl_b_gn,kl_b_v,lt_b,lw_n,kl_n,kl_n_a,kl_n_gd,kl_n_gn,kl_n_v,lt_n,lw_v,kl_v,kl_v_a,kl_v_gd,kl_v_gn,kl_v_v,lt_v,lw_t,kl_t,kl_t_a,kl_t_gd,kl_t_gn,kl_t_v,lt_t,vrkl_kort,vrkl_lang,id_nummer,kind_van,objectURI,kind_vanURI"
"GWA_RIOOLPUT_DOORSPOELPUT,,_,,_,RI,_,GWA,_,RIOOLPUT,_,DOORSPOELPUT,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/b0bac912-11d7-49e3-bb87-69d014df819e,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1e8c5556-7c7c-4a1d-bf1e-66db371ee81b"
"GWA_RIOOLPUT_PUTBUIS,,_,,_,RI,_,GWA,_,RIOOLPUT,_,PUTBUIS,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a093090c-8195-44b2-8a21-1ea091e89130,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1e8c5556-7c7c-4a1d-bf1e-66db371ee81b"
"GWA_AFSCHEIDER_VET,,_,,_,RI,_,GWA,_,AFSCHEIDER,_,VET,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/2866e1ce-4ca1-49cc-8289-33f9a27cf024,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c628d815-10e7-40ce-b187-144859675449"
"GWA_AFSCHEIDER_OLIE,,_,,_,RI,_,GWA,_,AFSCHEIDER,_,OLIE,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/417501cd-8589-468a-9176-e1c42e726eee,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c628d815-10e7-40ce-b187-144859675449"
"GWA_AFSCHEIDER_SLIB,,_,,_,RI,_,GWA,_,AFSCHEIDER,_,SLIB,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a78b321f-2644-4f93-87ff-2a40e09ef24b,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c628d815-10e7-40ce-b187-144859675449"
"GWA_LOZELEIDING_VOLGESCHUIMD,,_,,_,RI,_,GWA,_,LOZELEIDING,_,VOLGESCHUIMD,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/2f619b63-43f2-4823-a647-93b4cc64eeb0,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/956a7970-b275-4ff5-b4f0-f796520ec031"
"GWA_LOZELEIDING_VOLGEZAND,,_,,_,RI,_,GWA,_,LOZELEIDING,_,VOLGEZAND,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/dc406eec-6b19-4e87-80f3-8a585fe00e4c,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/956a7970-b275-4ff5-b4f0-f796520ec031"
"GWA_LOZELEIDING_UITLEGGER,,_,,_,RI,_,GWA,_,LOZELEIDING,_,UITLEGGER,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/14062fad-824f-4824-9b64-3254142f7c7d,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/956a7970-b275-4ff5-b4f0-f796520ec031"
"GWA_LOZINGSPUNT_BODEM,,_,,_,RI,_,GWA,_,LOZINGSPUNT,_,BODEM,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/092e30d0-2f58-42b3-bfe1-59fd284c7368,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/9add9832-b70f-4a3b-9f62-fd6c9aead3d1"
"GWA_LOZINGSPUNT_OPPERVLAKTEWATER,,_,,_,RI,_,GWA,_,LOZINGSPUNT,_,OPPERVLAKTEWATER,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c5913e23-98f5-4706-aa54-f9498d88e4da,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/9add9832-b70f-4a3b-9f62-fd6c9aead3d1"
"GWA_KOLKAANSLUITLEIDING_PVC,,_,,_,RI,_,GWA,_,KOLKAANSLUITLEIDING,_,PVC,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ff3dae2f-5129-422a-9911-e207a900dd0a,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/efab5549-d7d5-477d-891c-cc42138a313c"
"GWA_KOLKAANSLUITLEIDING_PE,,_,,_,RI,_,GWA,_,KOLKAANSLUITLEIDING,_,PE,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/5f64d840-3280-4ac9-85eb-4d0309266438,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/efab5549-d7d5-477d-891c-cc42138a313c"
"GWA_TRANSPORTLEIDING_PE,,_,,_,RI,_,GWA,_,TRANSPORTLEIDING,_,PE,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/633a346d-21d7-49a4-a433-3fe71ae524f2,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/5fa3bb4f-29b5-4f06-8c8a-585343d341be"
"GWA_TRANSPORTLEIDING_BETON,,_,,_,RI,_,GWA,_,TRANSPORTLEIDING,_,BETON,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1c72bde5-631d-448a-a2ae-149c66d8840e,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/5fa3bb4f-29b5-4f06-8c8a-585343d341be"
"GWA_TRANSPORTLEIDING_GRES,,_,,_,RI,_,GWA,_,TRANSPORTLEIDING,_,GRES,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a390306b-774c-469d-9087-5c9468c55f16,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/5fa3bb4f-29b5-4f06-8c8a-585343d341be"
"GWA_TRANSPORTLEIDING_PP,,_,,_,RI,_,GWA,_,TRANSPORTLEIDING,_,PP,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/9e3f94ed-2449-402a-9b81-3139041d174f,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/5fa3bb4f-29b5-4f06-8c8a-585343d341be"
"GWA_TRANSPORTLEIDING_PVC,,_,,_,RI,_,GWA,_,TRANSPORTLEIDING,_,PVC,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/59a6ead1-8c1c-43cc-a929-f96ecc6d08b7,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/5fa3bb4f-29b5-4f06-8c8a-585343d341be"
"GWA_PERCEELAANSLUITLEIDING_PVC,,_,,_,RI,_,GWA,_,PERCEELAANSLUITLEIDING,_,PVC,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/be3a9b4d-9a57-4175-8a68-805efebd9090,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7936aeff-ab52-456e-98f0-1f1b3342a1dd"
"GWA_PERCEELAANSLUITLEIDING_GRES,,_,,_,RI,_,GWA,_,PERCEELAANSLUITLEIDING,_,GRES,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ca1dcae8-0044-4fa3-8815-09972d598b0c,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7936aeff-ab52-456e-98f0-1f1b3342a1dd"
"GWA_PERCEELAANSLUITLEIDING_PE,,_,,_,RI,_,GWA,_,PERCEELAANSLUITLEIDING,_,PE,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/f2edf708-e901-4c89-8ca7-4056f1f2c2b4,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7936aeff-ab52-456e-98f0-1f1b3342a1dd"
"PERSLEIDING_LOZELEIDING_VOLGESCHUIMD,,_,,_,RI,_,PERSLEIDING,_,LOZELEIDING,_,VOLGESCHUIMD,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a2301eca-5138-4340-9ddb-1b1754012340,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/814070dc-f483-4381-9bfc-7322ed635f9a"
"PERSLEIDING_LOZELEIDING_UITLEGGER,,_,,_,RI,_,PERSLEIDING,_,LOZELEIDING,_,UITLEGGER,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/b3c9cf88-8076-4768-ae2c-fb4f95669716,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/814070dc-f483-4381-9bfc-7322ed635f9a"
"PERSLEIDING_LOZELEIDING_VOLGEZAND,,_,,_,RI,_,PERSLEIDING,_,LOZELEIDING,_,VOLGEZAND,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e773f815-afd4-432a-8d4b-71a42c359812,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/814070dc-f483-4381-9bfc-7322ed635f9a"
"PERSLEIDING_GEMAAL_BESTURINGSKAST,,_,,_,RI,_,PERSLEIDING,_,GEMAAL,_,BESTURINGSKAST,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/161e3132-1abd-44cd-9ec9-e1fc9dcfc666,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/d7fa28a9-4d6b-4a5f-819e-2d92e81dc138"
"VACUUMLEIDING_GEMAAL_BESTURINGSKAST,,_,,_,RI,_,VACUUMLEIDING,_,GEMAAL,_,BESTURINGSKAST,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6b10fc49-ab3c-42dd-8103-459b659f167a,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/4602f8c2-0428-474b-87c0-4625ea94c7ee"
"SWA_PERCEELAANSLUITLEIDING_PE,,_,,_,RI,_,SWA,_,PERCEELAANSLUITLEIDING,_,PE,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/da6e9caa-bb3a-4cd8-a446-5ea676f81b9b,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/88291ae7-0a50-4f27-bf7e-dc64b0b668af"
"SWA_PERCEELAANSLUITLEIDING_GRES,,_,,_,RI,_,SWA,_,PERCEELAANSLUITLEIDING,_,GRES,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/8907e801-a812-48f4-9fec-157c1e0689ff,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/88291ae7-0a50-4f27-bf7e-dc64b0b668af"
"SWA_PERCEELAANSLUITLEIDING_PVC,,_,,_,RI,_,SWA,_,PERCEELAANSLUITLEIDING,_,PVC,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c42c263c-e77e-4a4f-9eeb-760d1bf8d903,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/88291ae7-0a50-4f27-bf7e-dc64b0b668af"
"SWA_LOZELEIDING_VOLGESCHUIMD,,_,,_,RI,_,SWA,_,LOZELEIDING,_,VOLGESCHUIMD,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7567c8bb-95b1-4233-aa22-444b9f2988be,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c09da52a-f9fc-44f6-9da2-b9a660a9854f"
"SWA_LOZELEIDING_VOLGEZAND,,_,,_,RI,_,SWA,_,LOZELEIDING,_,VOLGEZAND,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/0f4a05fd-053e-4f8f-874b-5dab4c695a3b,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c09da52a-f9fc-44f6-9da2-b9a660a9854f"
"SWA_LOZELEIDING_UITLEGGER,,_,,_,RI,_,SWA,_,LOZELEIDING,_,UITLEGGER,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/9e3af890-8c1f-4e1d-9030-b71c39fadf29,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c09da52a-f9fc-44f6-9da2-b9a660a9854f"
"SWA_TRANSPORTLEIDING_BETON,,_,,_,RI,_,SWA,_,TRANSPORTLEIDING,_,BETON,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/019eb640-376e-4ace-8e7a-2b89a192db31,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/70dec06c-ca6a-4db7-bff9-76b52c09f183"
"SWA_TRANSPORTLEIDING_PVC,,_,,_,RI,_,SWA,_,TRANSPORTLEIDING,_,PVC,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/707cb3a9-f122-4852-bef2-cd827cb91469,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/70dec06c-ca6a-4db7-bff9-76b52c09f183"
"SWA_TRANSPORTLEIDING_GRES,,_,,_,RI,_,SWA,_,TRANSPORTLEIDING,_,GRES,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/45163004-552e-4c8b-b86a-dc770876c3f9,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/70dec06c-ca6a-4db7-bff9-76b52c09f183"
"SWA_TRANSPORTLEIDING_PE,,_,,_,RI,_,SWA,_,TRANSPORTLEIDING,_,PE,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/b6493748-f12e-4d4b-85f7-0805130787a0,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/70dec06c-ca6a-4db7-bff9-76b52c09f183"
"SWA_LOZINGSPUNT_BODEM,,_,,_,RI,_,SWA,_,LOZINGSPUNT,_,BODEM,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/aac7ae7a-596a-4b2d-a37b-ed059896c278,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e999c407-bc77-4fd7-8692-c3b158eec3a1"
"SWA_KOLKAANSLUITLEIDING_PE,,_,,_,RI,_,SWA,_,KOLKAANSLUITLEIDING,_,PE,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/fd2b6f69-3494-4a45-b506-5a541f889289,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/4c0cd59d-1512-47cc-85a3-0ca5025d2bfe"
"SWA_KOLKAANSLUITLEIDING_PVC,,_,,_,RI,_,SWA,_,KOLKAANSLUITLEIDING,_,PVC,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a9d33de1-3b51-4f50-bcfc-93588b079b5a,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/4c0cd59d-1512-47cc-85a3-0ca5025d2bfe"
"MATERIAAL,,_,,_,RI,_,MATERIAAL,_,,_,,_,,_,,_,,-,,-,,,SRI-MATERIAAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/cad0d445-f3a8-400f-ad92-5a7e31504b79,"
"BOB,,_,,_,RI,_,BOB,_,,_,,_,,_,,_,,-,,-,,,SRI-BOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/afcea6b1-bec1-4f8b-a1ff-2fe4278f6b9f,"
"DRAINAGE_BERGINGSLEIDING,,_,,_,RI,_,DRAINAGE,_,BERGINGSLEIDING,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a6bea67d-07cd-4532-a787-2969a8955dd9,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
"DRAINAGE_PERCEELAANSLUITLEIDING,,_,,_,RI,_,DRAINAGE,_,PERCEELAANSLUITLEIDING,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/febd425c-2b8f-478a-807b-d70899002d6d,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
"DRAINAGE_NIET EXACT,,_,,_,RI,_,DRAINAGE,_,NIET EXACT,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/59f42d01-88ad-4217-ad69-dd0ec6cab84b,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
"DRAINAGE_RIOOLLEIDING,,_,,_,RI,_,DRAINAGE,_,RIOOLLEIDING,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/2d0b22e6-ba8b-44fb-b0a4-a3f85956037d,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
"DRAINAGE_TRANSPORTLEIDING,,_,,_,RI,_,DRAINAGE,_,TRANSPORTLEIDING,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/54b48b18-99ee-427d-9ed3-f766fad4e7cb,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
"DRAINAGE_LOZELEIDING,,_,,_,RI,_,DRAINAGE,_,LOZELEIDING,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/639feee5-5bb9-4a9c-b6c0-229c15c68e08,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
"DRAINAGE_STIPDRAIN,,_,,_,RI,_,DRAINAGE,_,STIPDRAIN,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e4567e88-381e-4c00-bfcb-71cd31c24e22,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
"DRAINAGE_STROMINGSRICHTING,,_,,_,RI,_,DRAINAGE,_,STROMINGSRICHTING,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/901bac77-cfba-4872-9db8-ec9f28be4a2d,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
"DRAINAGE_PERCEELAANSLUITPUNT,,_,,_,RI,_,DRAINAGE,_,PERCEELAANSLUITPUNT,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/d99a59a9-b2a0-4670-8e6f-d57903da8503,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
"DRAINAGE_WEESLEIDING,,_,,_,RI,_,DRAINAGE,_,WEESLEIDING,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ef3350f2-f04e-464c-9dfa-d7b041b49d57,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
"DRAINAGE_STUWLEIDING,,_,,_,RI,_,DRAINAGE,_,STUWLEIDING,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/aaae4278-bdd8-4ee0-9c28-af7a4840220c,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
"DRAINAGE_WONINGBOUWVERENIGING,,_,,_,RI,_,DRAINAGE,_,WONINGBOUWVERENIGING,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/fa145a24-0180-49f1-b6df-a39b9c341741,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
"DRAINAGE_STUWLEIDING,,_,,_,RI,_,DRAINAGE,_,STUWLEIDING,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/8b67aec9-7e80-4371-bdad-bf2ed11d9bbe,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
"DRAINAGE_AANSLUITPUT,,_,,_,RI,_,DRAINAGE,_,AANSLUITPUT,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/daa1098b-9564-4e08-94f0-f9514245e05c,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
"DRAINAGE_ZINKER,,_,,_,RI,_,DRAINAGE,_,ZINKER,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e431c300-197f-41c7-9e79-b95f8f1691a4,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
"DRAINAGE_LOZINGSPUNT,,_,,_,RI,_,DRAINAGE,_,LOZINGSPUNT,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a7298502-17a4-4e96-8234-9e60de89b82c,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
"DRAINAGE_REGELENDE VOORZIENING,,_,,_,RI,_,DRAINAGE,_,REGELENDE VOORZIENING,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/88c70ce2-6019-4ef2-98b3-510e865ca701,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
"DRAINAGE_PARTIKULIER,,_,,_,RI,_,DRAINAGE,_,PARTIKULIER,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/62bbab57-e312-4639-94b8-46626a0ef110,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
"DRAINAGE_MANTELBUIS,,_,,_,RI,_,DRAINAGE,_,MANTELBUIS,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7ccf2c13-85d9-4d56-b593-0748ff5dd3ab,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
"DRAINAGE_KOLKAANSLUITLEIDING,,_,,_,RI,_,DRAINAGE,_,KOLKAANSLUITLEIDING,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/be4ef754-006a-42c2-b796-c9de50bccce4,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
"DRAINAGE_STROMINGSRICHTING,,_,,_,RI,_,DRAINAGE,_,STROMINGSRICHTING,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6cb74993-4112-4b76-99a7-641f73bc31e4,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e41e5e64-63df-4860-8f4e-66bf40a56b8f"
