"Issue";"Milestone";"Labels";"Release Note";"No Change";"Laatste Comment"
"#254";"Inhoudelijke issues Release 5.1";"KG - Kadastrale informatie en grenzen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Voorstel voor lijntype 'Perceelgrens'
De huidige grens lijkt te veel op de PERSLEIDING en deze worden vaak door de war gehaald.
Rustigere lijn is gewenst.

*KG-PERCEEL-SO,__ __ . __ __ . __ __ . __ __ . __ __ .
A, 3.00, -1.50, 3.00, -1.50, 0, -1.50

![image](https://github.com/nl-digigo/NLCS/assets/144665595/473db8fe-fb1e-4767-b95b-a02fd6988986)

Toepassingsvoorbeeld:
[23HB0521-WR-101-1-BO-240213-WOONRIJP MAKEN FASE 1.PDF](https://github.com/nl-digigo/NLCS/files/14996143/23HB0521-WR-101-1-BO-240213-WOONRIJP.MAKEN.FASE.1.PDF)

Aanvullend:
In de hoofdgroep staan de OBJECTEN:
KG-GRENS_KADASTRAAL
KG-GRENS_PERCEEL

Volgens het kadaster is dit 1 ding: een:
KG_GRENS_KADASTRALE PERCEELGRENS

Bovenstaande losse objecten bestaan niet in de termologie.
Voorstel om dit te herzien. en de samenvoegen, bovenstaande lijntype te geven."
"#255";"Inhoudelijke issues Release 5.1";"Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Zie ook issue #170 en #166 en #71"
"#256";"Inhoudelijke issues Release 5.1";"CAD<>GIS datatransformaties | eisen aan NLCS applicaties";"";"";"uitspraak beheercommissie juni 2024: dit is geen eis aan een NLCS-applicatie, daarmee moet je correcte NLCS modellen en tekeningen kunnen maken maar niet per sé datatransformaties kunnen uitvoeren."
"#257";"Inhoudelijke issues Release 5.1";"CAD<>GIS datatransformaties | eisen aan NLCS applicaties";"";"";"uitspraak beheercommissie: dit is geen eis aan een NLCS-applicatie, daarmee moet je correcte NLCS modellen en tekeningen kunnen maken maar niet per sé datatransformaties kunnen uitvoeren."
"#258";"Inhoudelijke issues Release 5.1";"documentation | duplicate | SO schaalbare objecten | Vastgesteld-in-EC";"";"";"Oplossen volgens #445"
"#259";"Inhoudelijke issues Release 5.1";"documentation | Vastgesteld-in-EC";"";"";"Dank, ik heb het inderdaad op deze manier overgenomen in de documentatie  https://nl-digigo.github.io/NLCS/requirementscadmodels/#eenheden"
"#268";"Inhoudelijke issues Release 5.1";"RI_riolering-en-GWSW | VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"naar mijn idee moet hier secuur naar de objecten gekeken worden:
een LIJNGOOT en en KOLK zijn funcitoneel 'hetzelfde' en passen prima in riolering.
een MOLGOOT en SCHIJNGOOT zijn verhardingen.
Hier is vanuit de techniek geen enkele discussie over.

De huidige indeling van 'GOOT' in de verhardingen is m.i. ook niet logisch opgenomen.
GOOT_ASFALT is een combinatie van een 'functie' en het 'materiaal'. De soort ontbreekt hier echter.
Logischer zou zijn:
MOLGOOT
MOLGOOT_BETONSTRAATSTENEN
MOLGOOT_STRAATBAKSTENEN
MOLGOOT_TEGELS

SCHIJNGOOT
SCHIJNGOOT_BETONSTRAATSTENEN
SCHIJNGOOT_STRAATBAKSTENEN
SCHIJNGOOT_TEGELS

MOLGOOT_ASFALT, vindt ik dubieus... ik ken geen goten van asfalt?
MOLGOOT_ZOAB, deze kan sowiezo weg, gezien ZOAB een asfaltsoort is en dus dubbel is met bovenstaande. anders zou je alle asfaltsoorten moeten toevoegen..."
"#275";"Inhoudelijke issues Release 5.1";"GW-grondwerk | kleuren | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Zie ook isue #387 voor het voorstel."
"#276";"Inhoudelijke issues Release 5.1";"documentation | Lijnen | Vastgesteld-in-EC";"";"";"en inderdaad, er wordt niet gezegd welke regels er gebruikt worden om een lijndikte te kiezen bij een laag in de standaard, stond ook niet in de oude documentatie"
"#277";"Inhoudelijke issues Release 5.1";"duplicate | KG - Kadastrale informatie en grenzen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Zie ook issue #254"
"#293";"Inhoudelijke issues Release 5.1";"VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Conclusie:
Zelfde als issue #61 en #33 
Gaan we alle doorsneden aanleveren vanuit de standaard?
Zoja: welke leverancier?

Algemeen: voor de OBJECTEN zou ik graag ook naar één leverancier willen als uitgangspunt.
Struyk Verwo is hierbij m.i. de meest logische."
"#294";"Inhoudelijke issues Release 5.1";"Lijnen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Analyse uitwerking:
https://github.com/nl-digigo/NLCS/blob/main/ontwikkeling/bijlagen_bij_issues/Issue%20294%20basis.dwg

Voorstel:
https://github.com/nl-digigo/NLCS/blob/main/ontwikkeling/bijlagen_bij_issues/Issue%20294.dwg

Aanpassingen:
*V-WH-ZOMERBED-SO,605
A,3,-1.75,[""ZB"",standard,U=0.0,x=1.5,y=.9,s=1.8],-1.75,3,-1.75,3,-1.75,1.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],1.5,-1.75,3,-1.75

*V-WH-WINTERBERGING-SO,603
A,1.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],1.5,-6.5

*V-WH-WINTERBED-SO,601
A,3,-1.75,[""WB"",standard,U=0.0,x=1.5,y=.9,s=1.8],-1.75,3,-1.75,3,-1.75,1.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],1.5,-1.75,3,-1.75

*V-WH-OVERSTORT-SO,621
A,5,[VERWIJDEREN2,NLCS.SHX,s=0.5],5,-1.5,2.5,-1.5

*V-WH-OVERLOOPGEBIED-SO,596
A,6,[VERWIJDEREN2,NLCS.SHX,s=0.5],6,-1.5,3,-1.5

*VW-BLOK50,585
A,0,-2.5,[BLOK5-N,NLCS.SHX,s=5,x=-0.5],-2.5

*V-VW-BLOK50,586
A,0,-2.5,[BLOK5-V,NLCS.SHX,x=-0.5,s=5],-2.5

*VW-HAAIETAND50_L,574
A,0,-2.5,[HAAI5-N,NLCS.SHX,x=-0.625,y=-0.25,s=5],-2.5

*V-VW-HAAIETAND50_L,575
A,0,-2.5,[HAAI5-V,NLCS.SHX,x=-0.625,y=-0.25,s=5],-2.5

*V-VH-AMSTELBAND-SO,425
A,8,[VERWIJDEREN2,NLCS.SHX,s=0.5],8,-4,0,-2,2,-2,0,-4

*V-VH-ASFALTBAND-SO,752
A,8,[VERWIJDEREN2,NLCS.SHX,s=0.5],8,-4,0,-2,0,-2,0,-4

*V-VH-BUSHALTEBAND-SO,428
A,2,-2,1,[VERWIJDEREN2,NLCS.SHX,s=0.5],1,-2

*V-VH-BOOMKRANSBAND-SO,700
A,1.25,[VERWIJDEREN2,NLCS.SHX,s=0.5],1.25,-1,1,-1,1,-1

*V-VH-GAZONBAND-SO,431
A,2.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],2.5,-2

*V-VH-GAZONBAND_VARIANT01-SO,715
A,3.75,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.75,-2

*V-VH-GAZONBAND_VARIANT02-SO,717
A,2.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],2.5,-5

*V-VH-GELEIDEBAND-SO,444
A,2,-2,0,-2,1,[VERWIJDEREN2,NLCS.SHX,s=0.5],1,-2,0,-2

*V-VH-GELEIDEBAND_VARIANT01-SO,719
A,4,-2,0,-2,2,[VERWIJDEREN2,NLCS.SHX,s=0.5],2,-2,0,-2

*V-VH-HAVENBAND-SO,459
A,6,[VERWIJDEREN2,NLCS.SHX,s=0.5],6,-3,1.5,-3,0,-3,1.5,-3

*V-VH-LEICON-SO,461
A,7.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],7.5,-2,1,-2,2,-2,1,-2

*V-VH-OPSLUITBAND-SO,463
A,4,-2,2,-2,2,[VERWIJDEREN2,NLCS.SHX,s=0.5],2,-2,2,-2

*V-VH-OPSLUITBAND_VARIANT01-SO,721
A,4,[VERWIJDEREN2,NLCS.SHX,s=0.5],4,-2,2,-2

*V-VH-PLATEAUBAND-SO,486
A,2,-2,0,-2,1,[VERWIJDEREN2,NLCS.SHX,s=0.5],1,-2,0,-2

*V-VH-PWSBAND-SO,491
A,2.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],2.5,-5

*V-VH-RIJWIELPADBAND-SO,497
A,4,[VERWIJDEREN2,NLCS.SHX,s=0.5],4,-2,2,-2,0,-2,2,-2

*V-VH-SCHEIDINGSBAND-SO,504
A,2,[VERWIJDEREN2,NLCS.SHX,s=0.5],2,-2,0,-2,0,-2

*V-VH-SCHEIDINGSBAND_VARIANT01-SO,723
A,4,[VERWIJDEREN2,NLCS.SHX,s=0.5],4,-2,0,-2,0,-2

*V-VH-SIGNALERINGSBAND-SO,525
A,2,[VERWIJDEREN2,NLCS.SHX,s=0.5],2,-0.5,[LED,NLCS.SHX,s=0.025,x=-0.1],-0.5

*V-VH-TALUDBAND-SO,533
A,8,[VERWIJDEREN2,NLCS.SHX,s=0.5],8,-4,0,-2,0,-2,0,-2,0,-4

*V-VH-TROTTOIRBAND-SO,535
A,2.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],2.5,-2,2,-2,2,-2

*V-VH-TROTTOIRBAND_VARIANT01-SO,725
A,5,[VERWIJDEREN2,NLCS.SHX,s=0.5],5,-2,2,-2,2,-2

*V-VH-TROTTOIRBAND_OPKOP-SO,538
A,2.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],2.5,-2,2,-0.75,[REFLECT1,NLCS.SHX,s=.25],-0.75,2,-2

*V-VH-RWSBAND-SO,548
A,5,[VERWIJDEREN2,NLCS.SHX,s=0.5],5,-2,2,-2,2,-2,2,-2

*V-RI-DRAINAGE-SO,324
A,3,[VERWIJDEREN2,NLCS.SHX,s=0.5],3,-1.8,1.8,-1.8,2.4,-1.8,1.8,-1.8

*V-RI-OPHOOGTEBRENGEN-SO,740
A,3.75,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.75,-3,0.75,-3,3,-3,0.75,-3

*V-RI-DWA-SO,407
A,2.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],2.5,-3,0,-3

*V-RI-DWA_VARIANT01-SO,713
A,4.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],4.5,-5,0,-5

*V-RI-LOZELEIDING-SO,423
A,0.1,-4,[VERWIJDEREN2,NLCS.SHX,s=0.5],-4

*V-RI-UITLEGGER-SO,348
A,1.25,[VERWIJDEREN2,NLCS.SHX,s=0.5],1.25,-1.8,1.8,-1.8,2.5,-1.8,1.8,-1.8

*V-RI-VOLSCHUIMEN-SO,743
A,0,[SCHUIM,NLCS.SHX,s=0.5],2,[VERWIJDEREN2,NLCS.SHX,s=0.5],2

*V-RI-VOLZANDEN-SO,742
A,0,[SCHUIM,NLCS.SHX,s=0.5],2,[VERWIJDEREN2,NLCS.SHX,s=0.5],2

*V-RI-LINING-SO,741
A,3.75,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.75,-3,0,-3,3,-3,0,-3

*V-RI-GWA_AANSLUITLEIDING-SO,334
A,2,[VERWIJDEREN2,NLCS.SHX,s=0.5],2,-1.8,2.6,-1.8,2.6,-1.8,2.6,-1.8

*V-RI-GWA-SO,332
A,3,[VERWIJDEREN2,NLCS.SHX,s=0.5],3,-3

*V-RI-GWA_VARIANT01-SO,705
A,7.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],7.5,-2,2,-2

*V-RI-HWA-SO,352
A,2.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],2.5,-1.8

*V-RI-HWA_VARIANT01-SO,707
A,2,[VERWIJDEREN2,NLCS.SHX,s=0.5],2,-2.4

*V-RI-HWA_AANSLUITLEIDING-SO,354
A,1.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],1.5,-1.8,3,-1.8,3,-1.8,3,-1.8

*V-RI-ITR-SO,370
A,2.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],2.5,-2.4,0,-2.4,0,-2.4

*V-RI-ITR_VARIANT01-SO,709
A,7.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],7.5,-2,0,-2,0,-2

*V-RI-ITR_AANSLUITLEIDING-SO,372
A,2,[VERWIJDEREN2,NLCS.SHX,s=0.5],2,-1.8,0,-1.8,0,-1.8

*V-RI-OVERIG-SO,380
A,2.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],2.5,-2,2,-2,0,-2,2,-2

*V-RI-AANSLUITLEIDING-SO,350
A,1.25,[VERWIJDEREN2,NLCS.SHX,s=0.5],1.25,-1.8,2.5,-1.8

*V-RI-RWZI_CIRCULATIELEIDING-SO,655
A,2,-2,1,[VERWIJDEREN2,NLCS.SHX,s=0.5],1,-2

*V-RI-RWZI_CONDENSAATLEIDING-SO,657
A,8,[VERWIJDEREN2,NLCS.SHX,s=0.5],8,-1,0,-1,0,-1

*V-RI-RWZI_DOCEERLEIDING-SO,633
A,2.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],2.5,-2.4,1.75,-2.4

*V-RI-RWZI_DRIJFLEIDING-SO,645
A,2.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],2.5,-4,0,-4,5,-4,0,-4

*V-RI-RWZI_EFFLUENTIELEIDING-SO,627
A,2.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],2.5,-2.4,2.4,-2.4

*V-RI-RWZI_HOOFDPROCESLEIDING-SO,651
A,2,[VERWIJDEREN2,NLCS.SHX,s=0.5],2,-2,0,-2

*V-RI-RWZI_IJZERCHLORIDELEIDING-SO,649
A,8,[VERWIJDEREN2,NLCS.SHX,s=0.5],8,-4,0,-2,2,-2,0,-4

*V-RI-RWZI_INFLUENTIELEIDING-SO,629
A,2.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],2.5,-1.8

*V-RI-RWZI_INGEDIKTSLIBLEIDING-SO,647
A,2.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],2.5,-2.4,0,-2.4,0,-2.4

*V-RI-RWZI_KORTSLUITLEIDING-SO,653
A,1.25,[VERWIJDEREN2,NLCS.SHX,s=0.5],1.25,-1,1,-1,1,-1

*V-RI-RWZI_LUCHTLEIDING-SO,635
A,2.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],2.5,-2.4,0,-2.4,0,-2.4

*V-RI-RWZI_PROCESLEIDING-SO,625
A,3,[VERWIJDEREN2,NLCS.SHX,s=0.5],3,-1.8,1.75,-1.8,1.75,-1.8,1.75,-1.8

*V-RI-RWZI_RECIRCULATIELEIDING-SO,639
A,7.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],7.5,-1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5

*V-RI-RWZI_RETOURSLIBLEIDING-SO,641
A,3,[VERWIJDEREN2,NLCS.SHX,s=0.5],3,-1.8,1.75,-1.8,1.75,-1.8,1.75,-1.8

*V-RI-RWZI_SLIBLEIDING-SO,631
A,2.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],2.5,-3,0,-3

*V-RI-RWZI_SURPLUSSLEIDING-SO,643
A,4.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],4.5,-3.75,0,-3.75,0,-3.75,0,-3.75

*V-RI-RWZI_TERREINRIOLERING-SO,623
A,3,[VERWIJDEREN2,NLCS.SHX,s=0.5],3,-1.8,2.4,-1.8,1.8,-1.8,2.4,-1.8

*V-RI-RWZI_TERREINWATERLEIDING-SO,637
A,12,[VERWIJDEREN2,NLCS.SHX,x=-3,s=0.5],-3,0,-3

*V-RI-VACUUM-SO,404
A,3.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.5,-2,[""V"",standard,U=0.0,x=-0.5,y=-.9,s=1.8],-2,3.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.5,-2,[drieh,NLCS.SHX,s=1,r=180,x=0,y=0],-2

*V-OV-LIJNV-SO,737
A,0,-5,[drieh,NLCS.SHX,s=1,r=0,x=-.625],2.5,-0.5,[CIRC,NLCS.SHX,s=.5],-0.5,2.5,[drieh,NLCS.SHX,s=1,r=180,x=.625],-5,[VERWIJDEREN2,NLCS.SHX,x=1,s=0.5],-2

*V-OV-KABELKOKER-SO,729
A,0,-3,[DUB3,NLCS.SHX,s=1],-6,[DUB3,NLCS.SHX],-6,[DUB3,NLCS.SHX],-6,[VERWIJDEREN2,NLCS.SHX,s=0.5],-3

*V-OB-BESCHOEIING-SO,318
A,10,[VERWIJDEREN2,NLCS.SHX,s=0.5],10,-3.5,[BESCHOEIING,NLCS.SHX,s=0.5],-3.5

*V-OB-PERKOEN-SO,320
A,0,-1,[CIRKEL,NLCS.SHX,s=1],-2,[CIRKEL,NLCS.SHX,s=1],-2,[CIRKEL,NLCS.SHX,s=1],-6,[VERWIJDEREN2,NLCS.SHX,s=0.5],-6

*V-OB-SCHANSKORF-SO,322
A,2.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],2.5,-1,[BLOK5-V,NLCS.SHX,s=2,x=-0.5],-1

*V-MO-ARCHEOLOGIE-SO,313
A,3.5,-5,0,[VERWIJDEREN2,NLCS.SHX,s=0.5],-5,7,-2.5,[ARCHEOLOGIE,NLCS.SHX,s=0.3],-2.5,3.5

*V-MO-BORDER-SO,261
A,12.5,-2.5,1,-2.5,12.5,-2.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],-2.5

*V-MO-BODEMACHTERGRONDWAARDE-SO,263
A,3,-3.5,6,-7,[MAAIVELD,NLCS.SHX,s=1.8],-7,6,-3.5,6,-3.5,[VERWIJDEREN2,NLCS.SHX,x=-1.75,s=0.5],3

*V-MO-BODEM_CONTOUR_INTERVENTIEWAARDE-SO,267
A,8.625,-7,[MAAIVELD,NLCS.SHX,s=1.8],-7,17.25,[VERWIJDEREN2,NLCS.SHX,s=0.5],8.625

*V-MO-BODEMTUSSENWAARDE-SO,265
A,5,-7.25,0,[VERWIJDEREN2,NLCS.SHX,s=0.5],-7.25,10,-7,[MAAIVELD,NLCS.SHX,s=1.8],-7,5

*V-MO-EXPLOSIEVEN-SO,311
A,8.625,-4,[EXPLOSIEF,NLCS.SHX,s=0.8],-4,17.25,[VERWIJDEREN2,NLCS.SHX,s=0.5],8.625

*V-MO-GELUIDINTERVENTIEWAARDE-SO,291
A,8.625,-4,[GELUID,NLCS.SHX,s=0.8],-4,17.25,[VERWIJDEREN2,NLCS.SHX,s=0.5],8.625

*V-MO-GELUIDSTREEFWAARDE-SO,287
A,3,-3.5,6,-4,[GELUID,NLCS.SHX,s=0.8],-4,6,-3.5,6,-3.5,[VERWIJDEREN2,NLCS.SHX,x=-1.75,s=0.5],3

*V-MO-GELUIDTUSSENWAARDE-SO,289
A,5,-7.25,0,[VERWIJDEREN2,NLCS.SHX,s=0.5],-7.25,10,-4,[GELUID,NLCS.SHX,s=0.8],-4,5

*V-MO-GEURINTERVENTIEWAARDE-SO,309
A,8.625,-4,[GEUR,NLCS.SHX,s=0.8],-4,17.25,[VERWIJDEREN2,NLCS.SHX,s=0.5],8.625

*V-MO-GEURSTREEFWAARDE-SO,305
A,3,-3.5,6,-4,[GEUR,NLCS.SHX,s=0.8],-4,6,-3.5,6,-3.5,[VERWIJDEREN2,NLCS.SHX,x=-1.75,s=0.5],3

*V-MO-GEURTUSSENWAARDE-SO,307
A,5,-7.25,0,[VERWIJDEREN2,NLCS.SHX,s=0.5],-7.25,10,-4,[GEUR,NLCS.SHX,s=0.8],-4,5

*V-MO-GRONDWATERINTERVENTIEWAARDE-SO,273
A,8.625,-4,[GRONDWATER,NLCS.SHX,s=0.8],-4,17.25,[VERWIJDEREN2,NLCS.SHX,s=0.5],8.625

*V-MO-GRONDWATERSTREEFWAARDE-SO,269
A,3,-3.5,6,-4,[GRONDWATER,NLCS.SHX,s=0.8],-4,6,-3.5,6,-3.5,[VERWIJDEREN2,NLCS.SHX,x=-1.75,s=0.5],3

*V-MO-GRONDWATERTUSSENWAARDE-SO,271
A,5,-7.25,0,[VERWIJDEREN2,NLCS.SHX,s=0.5],-7.25,10,-4,[GRONDWATER,NLCS.SHX,s=0.8],-4,5

*V-MO-LICHTINTERVENTIEWAARDE-SO,279
A,8.625,-4,[LICHT,NLCS.SHX,s=0.8],-4,17.25,[VERWIJDEREN2,NLCS.SHX,s=0.5],8.625

*V-MO-LICHTSTREEFWAARDE-SO,275
A,3,-3.5,6,-4,[LICHT,NLCS.SHX,s=0.8],-4,6,-3.5,6,-3.5,[VERWIJDEREN2,NLCS.SHX,x=-1.75,s=0.5],3

*V-MO-LICHTTUSSENWAARDE-SO,277
A,5,-7.25,0,[VERWIJDEREN2,NLCS.SHX,s=0.5],-7.25,10,-4,[LICHT,NLCS.SHX,s=0.8],-4,5

*V-MO-LUCHTINTERVENTIEWAARDE-SO,285
A,8.625,-4,[WOLK,NLCS.SHX,s=0.8],-4,17.25,[VERWIJDEREN2,NLCS.SHX,s=0.5],8.625

*V-MO-LUCHTSTREEFWAARDE-SO,281
A,3,-3.5,6,-4,[WOLK,NLCS.SHX,s=0.8],-4,6,-3.5,6,-3.5,[VERWIJDEREN2,NLCS.SHX,x=-1.75,s=0.5],3

*V-MO-LUCHTTUSSENWAARDE-SO,283
A,5,-7.25,0,[VERWIJDEREN2,NLCS.SHX,s=0.5],-7.25,10,-4,[WOLK,NLCS.SHX,s=0.8],-4,5

*V-MO-STRALINGINTERVENTIEWAARDE-SO,297
A,8.625,-4,[STRALING,NLCS.SHX,s=0.8],-4,17.25,[VERWIJDEREN2,NLCS.SHX,s=0.5],8.625

*V-MO-STRALINGSTREEFWAARDE-SO,293
A,3,-3.5,6,-4,[STRALING,NLCS.SHX,s=0.8],-4,6,-3.5,6,-3.5,[VERWIJDEREN2,NLCS.SHX,x=-1.75,s=0.5],3

*V-MO-STRALINGTUSSENWAARDE-SO,295
A,5,-7.25,0,[VERWIJDEREN2,NLCS.SHX,s=0.5],-7.25,10,-4,[STRALING,NLCS.SHX,s=0.8],-4,5

*V-MO-TRILLINGINTERVENTIEWAARDE-SO,303
A,8.625,-4,[TRILLING,NLCS.SHX,s=0.8],-4,17.25,[VERWIJDEREN2,NLCS.SHX,s=0.5],8.625

*V-MO-TRILLINGSTREEFWAARDE-SO,299
A,3,-3.5,6,-4,[TRILLING,NLCS.SHX,s=0.8],-4,6,-3.5,6,-3.5,[VERWIJDEREN2,NLCS.SHX,x=-1.75,s=0.5],3

*V-MO-TRILLINGTUSSENWAARDE-SO,301
A,5,-7.25,0,[VERWIJDEREN2,NLCS.SHX,s=0.5],-7.25,10,-4,[TRILLING,NLCS.SHX,s=0.8],-4,5

*V-KW-PVR-SO,257
A,3,[VERWIJDEREN2,NLCS.SHX,s=0.5],3,-1.5

*V-KW-ZICHTRUIMTE-SO,259
A,1.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],1.5,-4.5

*V-GW-MAAIVELD-SO,84
A,4,[VERWIJDEREN2,NLCS.SHX,s=0.5],12,[MAAIVELD,NLCS.SHX,y=-0.50,s=1],12

*V-GW-RAAI-SO,86
A,7.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],7.5,-1,2,-1

*V-GR-PLANTSOEN-SO,613
A,0,-0.0001,[VERWIJDEREN2,NLCS.SHX,s=0.5,y=1],-0.0001,[PLANTSOEN,NLCS.shx,s=1.5],-4

*V-GK-PERKOEN-SO,78
A,9,[VERWIJDEREN2,NLCS.SHX,s=0.5],9,-2.4,[CIRKEL,NLCS.SHX,s=0.6],-2.4,[CIRKEL,NLCS.SHX,s=0.6],-2.4,[CIRKEL,NLCS.SHX,s=0.6],-2.4,[CIRKEL,NLCS.SHX,s=0.6],-2.4

*V-GK-BESCHOEIING-SO,76
A,9,[VERWIJDEREN2,NLCS.SHX,s=0.5],9,-3,[BESCHOEIING,NLCS.SHX,s=0.6],-3

*V-BV-LEUNING-SO,74
A,1,[VERWIJDEREN2,NLCS.SHX,s=0.6],1,[CIRC,NLCS.SHX,s=0.2],1,[VERWIJDEREN2,NLCS.SHX,s=0.5],1

*V-BV-GELEIDEBARRIER-SO,14
A,5,[VERWIJDEREN2,NLCS.SHX,x=0.5,s=0.5],5,-3,[GELEIDEBARRIER,NLCS.SHX,s=1],-3

*V-BV-STEPBARRIER-SO,16
A,1,-1,[STEPBARRIER,NLCS.SHX,x=-1,s=1],1,-1,[VERWIJDEREN2,NLCS.SHX,s=0.5],-1

*V-BV-SLIPFORM-SO,26
A,1,-1,[SLIBFORM,NLCS.SHX,x=-1,s=1],1,-1,[VERWIJDEREN2,NLCS.SHX,s=0.5],-1

*V-BV-RWS-SO,27
A,0.5,[STEPBARRIER-S,NLCS.SHX,x=.5,s=1],-1,[STEPBARRIER-S,NLCS.SHX,x=.5,s=1],-1,0.5,-1,[VERWIJDEREN2,NLCS.SHX,s=0.5],-1

*V-BV-SAFEGUARD-SO,29
A,0.5,-2,[SAFEGUARD,NLCS.SHX,x=-1,s=1],0.5,-1,[VERWIJDEREN2,NLCS.SHX,s=0.5],-1

*V-BV-VARIOGUARD-SO,33
A,0.5,-2,[VARIOGUARD,NLCS.SHX,x=-1,s=1],0.5,-1,[VERWIJDEREN2,NLCS.SHX,s=0.5],-1

*V-BV-VECUSEC-SO,31
A,0.5,-2,[VECUSEC,NLCS.SHX,x=-1,s=1],0.5,-1,[VERWIJDEREN2,NLCS.SHX,s=0.5],-1

*V-BV-GELEIDERAIL_K-SO,58
A,2,-1,[GELEIDERAIL-K,NLCS.SHX,s=0.5],-1,2,-1,[GELEIDERAIL-K,NLCS.SHX,s=0.5],-1,2,-1,[GELEIDERAIL-K,NLCS.SHX,s=0.5],-1,2,-2,[VERWIJDEREN2,NLCS.SHX,s=0.5],-2

*V-BV-LEUNING-SO,74
A,1,[VERWIJDEREN2,NLCS.SHX,s=0.5],1,[CIRC,NLCS.SHX,s=0.2],1,[VERWIJDEREN2,NLCS.SHX,s=0.5],1

*V-BC-KABEL-SO,612
A,10,-1,1.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],1.5,-1

*V-GR-HAAG-SO,744
A,3,[VERWIJDEREN2,NLCS.shx,s=0.5],3,[HAAG1,NLCS.shx,s=0.125],-2

*V-GR-HAAG_VARIANT01-SO,745
A,3,[VERWIJDEREN2,NLCS.shx,s=0.5],3,[HAAG2,NLCS.shx,s=0.5],-2

*V-GR-HAAG_VARIANT02-SO,746
A,3,[VERWIJDEREN2,NLCS.shx,s=0.5],3,[HAAG3,NLCS.shx,s=0.1815],-2"
"#299";"Inhoudelijke issues Release 5.1";"duplicate | eisen aan NLCS applicaties";"";"";"dit issue is blijkbaar dubbel met #296, ik sluit het af"
"#309";"Inhoudelijke issues Release 5.1";"documentation | duplicate | AL - Algemeen | SO schaalbare objecten | uitwisselformaat";"";"";"Opgenomen tekst volgens issue #379 over hoe plots op te maken

De werkwijze met SO wordt beschreven in issue #445

de mm check wordt uitgevoerd door Michel in issue #183 

Daarom sluit ik deze issue als duplicate af"
"#311";"Inhoudelijke issues Release 5.1";"";"";"";"Excuus! Nu opgenomen in de dopcumentatie van eisen aan tekeningen en modellen en op GitHub geplaatst: https://nl-digigo.github.io/NLCS/requirementscadmodels/#voorbeeldtekeningen"
