"Issue";"Milestone";"Labels";"Release Note";"No Change";"Laatste Comment"
"#293";"Inhoudelijke issues release 6.0";"VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Conclusie:
Zelfde als issue #61 en #33 
Gaan we alle doorsneden aanleveren vanuit de standaard?
Zoja: welke leverancier?

Algemeen: voor de OBJECTEN zou ik graag ook naar één leverancier willen als uitgangspunt.
Struyk Verwo is hierbij m.i. de meest logische."
"#364";"Inhoudelijke issues release 6.0";"Lijnen | VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Zie issue #21,  #373  , daar is het voorstel uitgewerkt.
Belangrijk standpunt is daarbij genomen dat:
conform 'hoeveelheden bepalen', lijnen een lijntype kregen als 'meterpost'.
symbolen en figuraties enkel een symbool, omdat dit STUKS objecten zijn.
Haaientand als lijntype tekenen is onnauwkeurig en op den duur extra werk."
"#369";"Inhoudelijke issues release 6.0";"duplicate | VH - verhardingen | Opgenomen in voorstel 5.1 (MHT)";"";"";"Mooi. Dan kan deze dicht."
"#379";"Inhoudelijke issues release 6.0";"documentation | AL - Algemeen | Vastgesteld-in-EC | CAD interoperabiliteit";"[[Release note]] In de documentatie (Eisen aan tekeningen en modellen) is de volgende tekst toegevoegd: 
Plotopmaak
De werkwijze voor het opmaken van plots is:
•	In het model (Modelspace [AutoCAD] / Design model [MicroStation]) wordt de tekening opgesteld.
•	In de Layout (AutoCAD) of Sheet Models (MicroStation) wordt een kader geplaatst op ware grootte.
•	In de layout/sheet wordt een viewport gemaakt, welke een schaalfactor meekrijgt zodat de verschaling goed staat. Een kader verschalen is niet toegestaan.
De achterliggende reden van deze werkwijze: er ontstaan anders problemen bij het uitwisselen van modellen tussen gebruikers en pakketten.";"";""
"#387";"Inhoudelijke issues release 6.0";"GW-grondwerk | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Voor aanpassing van de kleuren zie issue #275 

naamgeving van objecten: komt in NLCS 6.0"
"#389";"Inhoudelijke issues release 6.0";"VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Niet geheel onbelangrijk, de bijbehorende vervallen symbolen:
![image](https://github.com/nl-digigo/NLCS/assets/144665595/9da882d8-e534-47a8-8094-1a2c3d30b899)"
"#402";"Inhoudelijke issues release 6.0";"VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Reviewperiode Expertcommissie juni 2024 is gepasseerd, verwerking volgens voorstel"
"#427";"Inhoudelijke issues release 6.0";"KL kabels en leidingen | Vastgesteld-in-EC";"";"";"heropenen en meenemen na 5.2 release"
"#428";"Inhoudelijke issues release 6.0";"RI_riolering-en-GWSW | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"in 6.0 om zo weinig mogelijk impact te hebben op individuele implementaties bij 5.2 release"
"#441";"Inhoudelijke issues release 6.0";"VH - verhardingen | Controversieel | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"[[Release note]] Alle speciale elementen van kantopsluitingen zoals hoekstuk, puntstuk zaten verzameld onder ""KANTOPSLUITING_ELEMENT"". Terwijl de meeste elementen tijdens het tekenen moeten aansluiten op de banden waar ze naast liggen, en ook de maatvoering van deze banden moeten hebben. Daarom worden deze elementen mét maatvoering toegevoegd bij de banden waar ze op aansluiten. De boomkrans met -band wordt een apart object.";"";""
"#448";"Inhoudelijke issues release 6.0";"documentation | BGT | eisen aan NLCS applicaties";"";"";"opgenomen tekst: Merk op, dat deze datatransformatie geen onderdeel is van de certificering van NLCS leveranciers. De scope van de standaard is het ondersteunen van tekenwerk en uitwisseling van ontwerp-, bouw- en revisietekeningen. Daarnaast is het zo, dat niet alle leveranciers verplicht zijn alle domeinen te bedienen. 

in de documentatie van de [relaties NLCS met andere standaarden](https://nl-digigo.github.io/NLCS/ontologyalignments/)"
"#453";"Inhoudelijke issues release 6.0";"VH - verhardingen | extra review expertcommissie vereist";"";"";"in de volgende 5.1 dus zonder kleur en zonder ingevulde waarde bij formaat. Deze symbolen nu opgenomen voor de volgende release"
"#454";"Inhoudelijke issues release 6.0";"VH - verhardingen";"";"";"@DerkNouwensTPG er zijn inderdaad een aantal verhardingssymbolen waar dit voorkomt.
Voornamelijk de betontegelsymbolen om visueel verschil tussen dunne en dikke tegels te kunnen maken."
"#457";"Inhoudelijke issues release 6.0";"IE-inrichtingselementen | BV bermbeveiligingsvoorziening";"";"";"ter discussie voor de expertcommissie in relatie met de vraag: vereenvoudigen NLCS, wat is het doel van verschillende hoofdgroepen en mogen objecten in meerdere hoofdgroepen voorkomen?"
"#464";"Inhoudelijke issues release 6.0";"VW Verkeersmaatregelen Weg | IE-inrichtingselementen | VV verkeersmaatregelen vaarweg";"";"";"Heroverweging voor vereenvoudiging van de standaard, deze issue wordt verwerkt in de 6.0 waarbij we met de expertcommissie de vraag: welke vereenvoudiging is wenselijk? willen we objecten dubbel hebben in verschillende hoofdgroepen omdat deze een andere functie dienen, bijvoorbeeld IE is bedoeld om alle dingen die in de weg staan van een ruimtelijk ontwerp te kunnen tonen op tekening, of om de bestaande BGT kaart als achtergrond te kunnen inladen, maar niet voor ontwerp,  VW om verkeerskundige ontwerpen te maken? food for thought"
"#550";"Inhoudelijke issues release 6.0";"VW Verkeersmaatregelen Weg | VV verkeersmaatregelen vaarweg";"";"";""
"#588";"Inhoudelijke issues release 6.0";"VH - verhardingen";"";"";"ik heb deze laten vervallen in database"
"#627";"Inhoudelijke issues release 6.0";"RI_riolering-en-GWSW | publicatie";"";"";"In verband met eenvoudig doorvoeren van 5.2 ook in allerlei individuele bibliotheken worden laagnamen en spelfouten niet gewijzigd in de NLCS 5.2 release, daarom open en op milestone 6.0"
"#632";"Inhoudelijke issues release 6.0";"BGT | kleuren";"";"";"> Ik denk dat je zaken verward. Dit gaat puur over de kleur van de bepaalde vlakvulling. Dit betreft het NLCS object VLAKVULLING. O staat voor OPPERVLAK en staat hier geheel los van. Daarnaast zijn VLAKVULLING (-V) en bv GEOMETRIE VLAKVORMEND (-GV) of SYMBOOL VLAKVORMEND (-SV) etc. geheel andere NLCS objecten.

Ah, goed om te weten. De codering is niet zo simpel als ik dacht en verwarrend op dat punt. Goed om te weten."
"#662";"Inhoudelijke issues release 6.0";"VW Verkeersmaatregelen Weg";"";"";"@NielsNederpel excuus, ik was ff te snel
Het zou dan inderdaad moeten worden:
N-WE-VW-MARKERING_LANGSMARKERING
N-WE-VW-MARKERING_DWARSMARKERING
N-WE-VW-MARKERING_DREMPELMARKERING
N-WE-VW-MARKERING_FIGURATIES

En om het dan helemaal 100% CROW proof te maken:
Voor elementenverhardingen:
N-WE-VH-MARKERING_LANGSMARKERING_BSS
N-WE-VH-MARKERING_LANGSMARKERING_SBS
N-WE-VH-MARKERING_DWARSMARKERING_BSS
N-WE-VH-MARKERING_DWARSMARKERING_SBS
N-WE-VH-MARKERING_DREMPELMARKERING_BSS
N-WE-VH-MARKERING_DREMPELMARKERING_SBS
N-WE-VH-MARKERING_FIGURATIES_BSS
N-WE-VH-MARKERING_FIGURATIES_SBS

Voor 'wegbebakening'
N-WE-VW-MARKERING_LENGTEMARKERING_THERMOPLAST
N-WE-VW-MARKERING_LENGTEMARKERING_WEGENVERF
N-WE-VW-MARKERING_FIGURATIES_THERMOPLAST
N-WE-VW-MARKERING_FIGURATIES_WEGENVERF"
"#731";"Inhoudelijke issues release 6.0";"kleuren";"";"";"EC 2026-03-12 Besluit: de NLCS database zal worden gebaseerd op de werkwijze van de pentabel, de color-non color gecombineerd, wat goed in de documentatie moet worden beschreven. Dat resulteert in de ctb.

De NLCS standaard gaat niet reguleren hoe kleuren worden ingesteld in de modellen van gebruikers."
"#795";"Inhoudelijke issues release 6.0";"RI_riolering-en-GWSW | Bespreken EC";"";"";"te vragen aan expertcommissie"
"#796";"Inhoudelijke issues release 6.0";"RI_riolering-en-GWSW";"";"";"RI wordt grondig herzien in 6.0"
"#832";"Inhoudelijke issues release 6.0";"RI_riolering-en-GWSW";"";"";"> Gebruik termen: belangrijk is, dat de ontwerper met de gangbare term het object kan vinden, zowel in de laagnaam als in de symboolnaam. 

Zoals ik vanmorgen noemde heb ik best wel twijfels bij dat uitgangspunt. Volgens mij is dat niet waar de NLCS voor bedoeld is.
De NLCS is bedoeld voor een eenduidige, technisch consistente structuur, niet voor zoekgedrag.

Vindbaarheid hoort wat mij betreft opgelost te worden in tooling. Die tooling is er juist om de correcte toepassing van de NLCS te ondersteunen en te bewaken. Als we naamgeving gaan aanpassen puur om zonder tooling te kunnen werken, stimuleer je eigenlijk dat er niet conform NLCS gewerkt wordt. Dat lijkt me niet wenselijk.

Wat mij betreft moet de focus liggen op een heldere, consistente structuur en goede ondersteuning via tooling, niet op het aanpassen van naamgeving voor zoekgedrag."
"#836";"Inhoudelijke issues release 6.0";"OG-ondergrond | AL - Algemeen";"";"";""
"#854";"Inhoudelijke issues release 6.0";"BV bermbeveiligingsvoorziening";"";"";""
"#857";"Inhoudelijke issues release 6.0";"GK Grondkeringen";"";"";""
"#869";"Inhoudelijke issues release 6.0";"VW Verkeersmaatregelen Weg | IE-inrichtingselementen | KL kabels en leidingen";"";"";""
"#873";"Inhoudelijke issues release 6.0";"CAD-elementen";"";"";""
"#880";"Inhoudelijke issues release 6.0";"VH - verhardingen";"";"";"Hi Elisabeth,

Ik ga er altijd vanuit dat hiermee een wildrooster bedoeld wordt:

<img width=""1280"" height=""959"" alt=""Image"" src=""https://github.com/user-attachments/assets/2a4591e0-c410-4c50-a8ae-cd4984616b6f"" />

E.e.a. vanuit IMGEO https://geonovum.github.io/IMGeo-objectenhandboek/wegdeel?q=rooster"
"#882";"Inhoudelijke issues release 6.0";"IV Installaties vaarweg";"[[Release note]] In de hoofdgroep IV (Installaties Vaarwegen) is het object SCHEPENTELLER toegevoegd.";"";""
"#889";"Inhoudelijke issues release 6.0";"KL kabels en leidingen";"";"";""
"#906";"Inhoudelijke issues release 6.0";"status&bewerking | NLCS drinkwater";"";"";""
"#661";"NLCS Drinkwater";"KL kabels en leidingen | NLCS drinkwater";"";"";""
"#717";"NLCS Drinkwater";"KL kabels en leidingen | NLCS drinkwater";"";"";"Conclusie: dezelfde logica als van netbeheer gaat gevolgd worden voor drinkwater"
"#718";"NLCS Drinkwater";"KL kabels en leidingen | NLCS drinkwater";"";"";"Bijeenkomst 20250917:


<img width=""571"" height=""302"" alt=""Image"" src=""https://github.com/user-attachments/assets/6219ea56-79c8-445e-8b01-7633614026df"" />

Inventarisatie uit te werken onderdelen:

- Drukklasse ontbreekt in de laagnaam. Zou bijvoorbeeld gekoppeld worden aan het materiaal (PE100, PE200 etc.).
- Artikelnummer, productpaspoorten.  (EAN- of Barcode-) nummer o.i.d.?
- - Ook rekening houden met KB en HS. Kathodische Bescherming (KB) en Hoogspanning (HS)"
"#729";"NLCS Drinkwater";"KL kabels en leidingen | NLCS drinkwater";"";"";"dit is gebeurd"
"#730";"NLCS Drinkwater";"KL kabels en leidingen | NLCS drinkwater";"";"";""
"#803";"NLCS Drinkwater";"KL kabels en leidingen | objectattributen";"";"";"heb hier dit geantwoord: Ik denk wel dat we de verwachtingen iets moeten temperen over het toevoegen van labels. Het probleem is, dat de vijf leveranciers dat echt met elkaar moeten kunnen uitwisselen; dat moet toegevoegd worden aan de standaard. Niet alle NLCS-leveranciers kunnen op korte termijn schakelen naar extra functionaliteiten. Daarom is mijn verwachting dat pas over drie tot vier jaar uitwisseling van data bij CAD-tekeningen (waaronder labels) geregeld is in de standaard. Ook al kan het in de individuele softwarepakketten allang. Hier blijven we met de beperking zitten dat er geen internationaal open uitwisselformaat bestaat voor CAD.

Daarom kan het handig zijn om voor de komende jaren wél materiaal en diameter in de laagnaam op te nemen. Zoals dit ook bij andere objecten zoals rioleringen gebeurt. De aannemers die voor je werken kunnen dan met standaard NLCS-pakketten toch informatie toevoegen door diepgaande laagnamen te selecteren met diametermaten erin. Die je zelf kan vertalen naar data en als labels kan toevoegen.

Uiteraard gaan we het gesprek aan met de leveranciers, en laat ik overigens ook de lange termijn oplossing (datasets op basis van ontologiën, met links naar objecten in CAD, GIS of BIM) dit jaar verder uitwerken. Dit alles moet ruimte creëren aan leveranciers die sneller willen gaan dan de rest, die wel weten dat ze blijven aansluiten op de standaard."
"#804";"NLCS Drinkwater";"KL kabels en leidingen | NLCS drinkwater";"";"";"Besluit vanuit NLCS-expert  voor project drinkwater: hoogspanning bij HS, niet onder WATER
Zo ook voor kathodische bescherming.

Assets in NLCS zijn per functie ingedeeld, niet per asset owner"
"#822";"NLCS Drinkwater";"KL kabels en leidingen | NLCS drinkwater | Mantelbuis";"";"";"Zie #89 besluit om mantelbuizen altijd met een lijn te tekenen, niet met een symbool"
"#903";"NLCS Drinkwater";"KL kabels en leidingen | NLCS drinkwater";"";"";""
"#904";"NLCS Drinkwater";"KL kabels en leidingen | NLCS drinkwater";"";"";"@ElisabethDeVries 
In de uitvoering kan je twee vormen tegenkomen:
- een gestuurde boring welke een 'mantel' aanbrengt, waardoor de kabels gevoerd worden.
- een gestuurde boring waarbij de definitieve leiding direct aangebracht wordt.

Een mantelbuis kan zowel een gestuurde boring zijn, als gestuurd geboord aangebracht worden.

Afhankelijk van de uitvoeringswijze, zou het de ene keer een los OBJECT zijn en de andere keer een SUBOBJECT van de betreffende leiding.
De ene keer zijn het echt losse meters die je als seperate hoeveelheid moet opvoeren aanvullen op de leiding zelf, de ander keer is het één hoeveelheid met een hogere eenheidsprijs."
"#905";"NLCS Drinkwater";"KL kabels en leidingen | NLCS drinkwater";"";"";""
"#907";"NLCS Drinkwater";"NLCS drinkwater";"";"";""
"#678";"NLCS Objectgericht";"Ontologie";"";"";""
"#679";"NLCS Objectgericht";"";"";"";""
"#680";"NLCS Objectgericht";"3D: IFC+Classificatie";"";"";""
"#681";"NLCS Objectgericht";"3D softwaretemplates";"";"";""
"#682";"NLCS Objectgericht";"3D softwaretemplates";"";"";""
"#684";"NLCS Objectgericht";"3D: IFC+Classificatie";"";"";""
"#685";"NLCS Objectgericht";"BC betonconstructies";"";"";""
"#686";"NLCS Objectgericht";"BC betonconstructies";"";"";""
"#687";"NLCS Objectgericht";"";"";"";""
"#688";"NLCS Objectgericht";"";"";"";""
"#689";"NLCS Objectgericht";"";"";"";""
"#690";"NLCS Objectgericht";"";"";"";""
"#691";"NLCS Objectgericht";"3D: IFC+Classificatie";"";"";""
"#692";"NLCS Objectgericht";"";"";"";""
"#708";"NLCS Objectgericht";"";"";"";""
"#709";"NLCS Objectgericht";"";"";"";""
"#710";"NLCS Objectgericht";"";"";"";""
"#711";"NLCS Objectgericht";"";"";"";""
"#712";"NLCS Objectgericht";"";"";"";""
"#713";"NLCS Objectgericht";"";"";"";""
"#714";"NLCS Objectgericht";"";"";"";""
"#776";"NLCS Objectgericht";"GroeipadDSGO/NLCS";"";"";""
"#874";"NLCS Objectgericht";"VH - verhardingen";"";"";"materiaalgrens en freesvak, verkanting ed opnemen als ruimtelijk gebied, nadenk"
"#919";"NLCS Objectgericht";"VH - verhardingen";"";"";""
"#4";"NLCS release Vaststellen 5.02 als linked data​";"Informatiemodel";"";"";"ok, ik had het helemaal fout: alles wordt gezien als informatieobject"
"#12";"NLCS release Vaststellen 5.02 als linked data​";"duplicate";"";"";"Zie #41"
"#40";"NLCS release Vaststellen 5.02 als linked data​";"implementatie";"";"";"dit is inmiddels opgehelderd, de locatie van deze tabellen is  https://github.com/nl-digigo/NLCS/tree/main/tabellen"
"#73";"NLCS release Vaststellen 5.02 als linked data​";"";"";"";"Actie
Geen Actie"
"#89";"NLCS release Vaststellen 5.02 als linked data​";"publicatie";"";"";"in de linked data publicatie zijn deze objecten niet meer gepubliceerd."
"#100";"NLCS release Vaststellen 5.02 als linked data​";"documentation | BOMOS";"";"";"verwerkt in de documentatie"
"#150";"NLCS release Vaststellen 5.02 als linked data​";"documentation | publicatie";"";"";"functionaliteiten zijn gedocumenteeerd, openstaande punten in issues. deze overzichts-issue kan worden afgesloten"
"#152";"NLCS release Vaststellen 5.02 als linked data​";"Informatiemodel";"";"";"De verschillen die je wilt kunnen vinden tussen versies kunnen ook met queries gevonden worden; omdat er nog geen (inter)nationale best pratice is voor publicatie van wijzigingen tussen versies van standaarden blijft NLCS dit voorlopig ook niet doen."
"#153";"NLCS release Vaststellen 5.02 als linked data​";"documentation";"";"";"verwerkt"
"#154";"NLCS release Vaststellen 5.02 als linked data​";"documentation";"";"";"is nu levend document, wordt geupdated naar aanleiding van vragen van softwareleveranciers"
"#156";"NLCS release Vaststellen 5.02 als linked data​";"publicatie";"";"";"uit gesprekken met de software-leveranciers en experts blijken twee zaken nodig: query's en de daarbij behorende output in tabelvorm; waarbij met de query's de oude database opgebouwd moet kunnen worden.  

Daarnaast wordt gevraagd om handvaten voor developers, die nu met een sparql-endpoint moeten kunnen connecten."
"#157";"NLCS release Vaststellen 5.02 als linked data​";"publicatie";"";"";"toch nog vragen gesteld over tabellen in sql, zie actiepunten"
"#158";"NLCS release Vaststellen 5.02 als linked data​";"documentation | publicatie";"";"";"het adviesrapport wordt niet meer opgesteld, na bezoeken en afstemmen met leveranciers worden geen grote implementatieproblemen verwacht"
"#159";"NLCS release Vaststellen 5.02 als linked data​";"documentation | Bespreken EC | publicatie";"";"";"Voor de Expertcommissie blijft de manier van werken, met de Excel-tabellen waarin  de menselijke lezer beter door de standaard kan browsen. 

de product manager controleert de publicatie van de linked data versie, door met de gemaakte sparql-queries te onderzoeken of het gepubliceerde overeenkomt met de in issues beschreven toevoegingen of wijzigingen."
"#160";"NLCS release Vaststellen 5.02 als linked data​";"";"";"";"Correctie, na navraag is gebleken, dat is afgesproken om de vervallen objecten niet op dezelfde manier te blijven publiceren. Omdat we met linked data gaan publiceren, kunnen verschillen tussen twee publicaties met query's worden onderzocht. Het handmatig statussen geven ""wijziging""en ""vervallen"" is foutgevoelig, terwijl dit geen extra informatie toevoegt. De objecten die in de SQL database op vervallen stonden voor versie 5.0, staan wel in de beheeromgeving; maar worden niet gepubliceerd."
"#161";"NLCS release Vaststellen 5.02 als linked data​";"publicatie";"";"";"de query's worden gemaakt, hiervoor zijn andere issues."
"#200";"NLCS release Vaststellen 5.02 als linked data​";"documentation | implementatie | publicatie";"";"";"Uitgewerkt naar handleiding"
"#213";"NLCS release Vaststellen 5.02 als linked data​";"implementatie | publicatie";"";"";"het project is afgerond, openstaande punten gaan mee in de volgende release"
